,Address,Day,Details,Amount,Balance
3505,59 3rd Street Rent,103,Rent,-75.99196,38697.46
3506,7 3rd Avenue Rent,103,Rent,-42.2027,38655.25
3507,Katara Jewels Revenue,102,Revenue,2200.0,40855.25
3508,Marketing campaigns for Elite Jewels,103,Marketing,-500.0,40355.25
3509,Marketing campaigns for Katalytica,103,Marketing,-500.0,39855.25
3510,Lily Barton (Katalytica Daily Wage),103,Wage,-430.0,39425.25
3511,Zoe Gomez (Elite Jewels Daily Wage),103,Wage,-256.0,39169.25
3512,Tommy Brooks (Katalytica Daily Wage),103,Wage,-88.0,39081.25
3513,Christian Hall (KaraKata Holdings Daily Wage),103,Wage,-184.0,38897.25
3514,Merit Johnson (KaraKata Holdings Daily Wage),103,Wage,-224.0,38673.25
3515,Katherine Moss (Elite Jewels Daily Wage),103,Wage,-25.0,38648.25
3516,Lara Norris (Warehouse #1 Daily Wage),103,Wage,-153.9,38494.36
3517,Grover Brown (KaraKata Holdings Daily Wage),103,Wage,-200.0,38294.36
3518,Maria Willis (Katara Jewels Daily Wage),103,Wage,-200.0,38094.36
3519,Lindsey Richardson (Katara Jewels Daily Wage),103,Wage,-200.0,37894.36
3520,Olivia Cox (Katalytica Daily Wage),103,Wage,-432.0,37462.36
3521,Tristan Barker (Katalytica Daily Wage),103,Wage,-134.0,37328.36
3522,Westbrook Walker (Katalytica Daily Wage),103,Wage,-528.0,36800.36
3523,37 3rd Street Rent,104,Rent,-9.478683,36790.88
3524,Katalytica Revenue,103,Revenue,960.0,37750.88
3525,1 4th Street Rent,104,Rent,-64.31962,37686.55
3526,Elite Jewels Revenue,103,Revenue,16000.0,53686.55
3527,48 1st Street Rent,104,Rent,-12.32229,53674.23
3528,42 3rd Street Rent,104,Rent,-38.02306,53636.21
3529,59 3rd Street Rent,104,Rent,-75.99196,53560.21
3530,7 3rd Avenue Rent,104,Rent,-42.2027,53518.01
3531,Katara Jewels Revenue,103,Revenue,2800.0,56318.01
3532,Marketing campaigns for Katalytica,104,Marketing,-600.0,55718.01
3533,Marketing campaigns for Elite Jewels,104,Marketing,-500.0,55218.01
3534,Lily Barton (Katalytica Daily Wage),104,Wage,-430.0,54788.01
3535,Zoe Gomez (Elite Jewels Daily Wage),104,Wage,-32.0,54756.01
3536,Tommy Brooks (Katalytica Daily Wage),104,Wage,-88.0,54668.01
3537,Katherine Moss (Elite Jewels Daily Wage),104,Wage,-200.0,54468.01
3538,Lara Norris (Warehouse #1 Daily Wage),104,Wage,-153.9,54314.11
3539,Maria Willis (Katara Jewels Daily Wage),104,Wage,-200.0,54114.11
3540,Lindsey Richardson (Katara Jewels Daily Wage),104,Wage,-200.0,53914.11
3541,Tristan Barker (Katalytica Daily Wage),104,Wage,-670.0,53244.11
3542,37 3rd Street Rent,105,Rent,-9.478683,53234.63
3543,Katalytica Revenue,104,Revenue,1920.0,55154.63
3544,1 4th Street Rent,105,Rent,-64.31962,55090.31
3545,Elite Jewels Revenue,104,Revenue,16000.0,71090.31
3546,48 1st Street Rent,105,Rent,-12.32229,71077.99
3547,42 3rd Street Rent,105,Rent,-38.02306,71039.97
3548,59 3rd Street Rent,105,Rent,-75.99196,70963.98
3549,7 3rd Avenue Rent,105,Rent,-42.2027,70921.77
3550,Katara Jewels Revenue,104,Revenue,2800.0,73721.77
3551,Delivery from United Ocean Import ,105,ImportDelivery,-37456.52,36265.25
3552,Marketing campaigns for Katalytica,105,Marketing,-600.0,35665.25
3553,Marketing campaigns for Elite Jewels,105,Marketing,-500.0,35165.25
3554,Evie Jones (Katalytica Daily Wage),105,Wage,-280.0,34885.25
3555,Lily Barton (Katalytica Daily Wage),105,Wage,-215.0,34670.25
3556,Zoe Gomez (Elite Jewels Daily Wage),105,Wage,-96.0,34574.25
3557,Tommy Brooks (Katalytica Daily Wage),105,Wage,-88.0,34486.25
3558,Katherine Moss (Elite Jewels Daily Wage),105,Wage,-75.0,34411.25
3559,Lara Norris (Warehouse #1 Daily Wage),105,Wage,-153.9,34257.35
3560,Tristan Barker (Katalytica Daily Wage),105,Wage,-670.0,33587.35
3561,37 3rd Street Rent,106,Rent,-9.478683,33577.87
3562,Katalytica Revenue,105,Revenue,960.0,34537.87
3563,1 4th Street Rent,106,Rent,-64.31962,34473.55
3564,Elite Jewels Revenue,105,Revenue,12000.0,46473.55
3565,48 1st Street Rent,106,Rent,-12.32229,46461.23
3566,42 3rd Street Rent,106,Rent,-38.02306,46423.2
3567,59 3rd Street Rent,106,Rent,-75.99196,46347.21
3568,7 3rd Avenue Rent,106,Rent,-42.2027,46305.01
3569,Marketing campaigns for Elite Jewels,106,Marketing,-500.0,45805.01
3570,Evie Jones (Katalytica Daily Wage),106,Wage,-560.0,45245.01
3571,Zoe Gomez (Elite Jewels Daily Wage),106,Wage,-256.0,44989.01
3572,Tommy Brooks (Katalytica Daily Wage),106,Wage,-88.0,44901.01
3573,Christian Hall (KaraKata Holdings Daily Wage),106,Wage,-184.0,44717.01
3574,Merit Johnson (KaraKata Holdings Daily Wage),106,Wage,-224.0,44493.01
3575,Katherine Moss (Elite Jewels Daily Wage),106,Wage,-25.0,44468.01
3576,Lara Norris (Warehouse #1 Daily Wage),106,Wage,-153.9,44314.11
3577,Grover Brown (KaraKata Holdings Daily Wage),106,Wage,-200.0,44114.11
3578,Maria Willis (Katara Jewels Daily Wage),106,Wage,-200.0,43914.11
3579,Lindsey Richardson (Katara Jewels Daily Wage),106,Wage,-200.0,43714.11
3580,Olivia Cox (Katalytica Daily Wage),106,Wage,-432.0,43282.11
3581,Tristan Barker (Katalytica Daily Wage),106,Wage,-134.0,43148.11
3582,Westbrook Walker (Katalytica Daily Wage),106,Wage,-528.0,42620.11
3583,37 3rd Street Rent,107,Rent,-9.478683,42610.63
3584,Katalytica Revenue,106,Revenue,960.0,43570.63
3585,1 4th Street Rent,107,Rent,-64.31962,43506.31
3586,Elite Jewels Revenue,106,Revenue,16000.0,59506.31
3587,48 1st Street Rent,107,Rent,-12.32229,59493.98
3588,42 3rd Street Rent,107,Rent,-38.02306,59455.96
3589,59 3rd Street Rent,107,Rent,-75.99196,59379.97
3590,7 3rd Avenue Rent,107,Rent,-42.2027,59337.77
3591,Katara Jewels Revenue,106,Revenue,2200.0,61537.77
3592,Marketing campaigns for Katalytica,107,Marketing,-100.0,61437.77
3593,Marketing campaigns for Elite Jewels,107,Marketing,-500.0,60937.77
3594,Evie Jones (Katalytica Daily Wage),107,Wage,-560.0,60377.77
3595,Zoe Gomez (Elite Jewels Daily Wage),107,Wage,-256.0,60121.77
3596,Tommy Brooks (Katalytica Daily Wage),107,Wage,-88.0,60033.77
3597,Christian Hall (KaraKata Holdings Daily Wage),107,Wage,-184.0,59849.77
3598,Merit Johnson (KaraKata Holdings Daily Wage),107,Wage,-224.0,59625.77
3599,Katherine Moss (Elite Jewels Daily Wage),107,Wage,-25.0,59600.77
3600,Lara Norris (Warehouse #1 Daily Wage),107,Wage,-153.9,59446.87
3601,Grover Brown (KaraKata Holdings Daily Wage),107,Wage,-200.0,59246.87
3602,Maria Willis (Katara Jewels Daily Wage),107,Wage,-200.0,59046.87
3603,Lindsey Richardson (Katara Jewels Daily Wage),107,Wage,-200.0,58846.87
3604,Olivia Cox (Katalytica Daily Wage),107,Wage,-432.0,58414.87
3605,Tristan Barker (Katalytica Daily Wage),107,Wage,-134.0,58280.87
3606,Westbrook Walker (Katalytica Daily Wage),107,Wage,-528.0,57752.87
3607,37 3rd Street Rent,108,Rent,-9.478683,57743.39
3608,Katalytica Revenue,107,Revenue,960.0,58703.39
3609,1 4th Street Rent,108,Rent,-64.31962,58639.07
3610,Elite Jewels Revenue,107,Revenue,16000.0,74639.06
3611,48 1st Street Rent,108,Rent,-12.32229,74626.74
3612,42 3rd Street Rent,108,Rent,-38.02306,74588.72
3613,59 3rd Street Rent,108,Rent,-75.99196,74512.73
3614,7 3rd Avenue Rent,108,Rent,-42.2027,74470.52
3615,Katara Jewels Revenue,107,Revenue,2000.0,76470.52
3616,Marketing campaigns for Katalytica,108,Marketing,-500.0,75970.52
3617,Marketing campaigns for Elite Jewels,108,Marketing,-500.0,75470.52
3618,Evie Jones (Katalytica Daily Wage),108,Wage,-560.0,74910.52
3619,Zoe Gomez (Elite Jewels Daily Wage),108,Wage,-32.0,74878.52
3620,Tommy Brooks (Katalytica Daily Wage),108,Wage,-88.0,74790.52
3621,Christian Hall (KaraKata Holdings Daily Wage),108,Wage,-184.0,74606.52
3622,Merit Johnson (KaraKata Holdings Daily Wage),108,Wage,-224.0,74382.52
3623,Katherine Moss (Elite Jewels Daily Wage),108,Wage,-200.0,74182.52
3624,Lara Norris (Warehouse #1 Daily Wage),108,Wage,-153.9,74028.63
3625,Grover Brown (KaraKata Holdings Daily Wage),108,Wage,-200.0,73828.63
3626,Maria Willis (Katara Jewels Daily Wage),108,Wage,-200.0,73628.63
3627,Lindsey Richardson (Katara Jewels Daily Wage),108,Wage,-200.0,73428.63
3628,Olivia Cox (Katalytica Daily Wage),108,Wage,-432.0,72996.63
3629,Tristan Barker (Katalytica Daily Wage),108,Wage,-134.0,72862.63
3630,Westbrook Walker (Katalytica Daily Wage),108,Wage,-528.0,72334.63
3631,37 3rd Street Rent,109,Rent,-9.478683,72325.15
3632,Katalytica Revenue,108,Revenue,960.0,73285.15
3633,1 4th Street Rent,109,Rent,-64.31962,73220.83
3634,Elite Jewels Revenue,108,Revenue,16000.0,89220.83
3635,48 1st Street Rent,109,Rent,-12.32229,89208.51
3636,42 3rd Street Rent,109,Rent,-38.02306,89170.48
3637,59 3rd Street Rent,109,Rent,-75.99196,89094.49
3638,7 3rd Avenue Rent,109,Rent,-42.2027,89052.29
3639,Katara Jewels Revenue,108,Revenue,2200.0,91252.29
3640,Delivery from United Ocean Import ,109,ImportDelivery,-37456.52,53795.77
3641,Marketing campaigns for Katalytica,109,Marketing,-500.0,53295.77
3642,Marketing campaigns for Elite Jewels,109,Marketing,-500.0,52795.77
3643,Purchase from Discount Market,109,ItemPurchase,-80.0,52715.77
3644,Evie Jones (Katalytica Daily Wage),109,Wage,-280.0,52435.77
3645,Lily Barton (Katalytica Daily Wage),109,Wage,-215.0,52220.77
3646,Zoe Gomez (Elite Jewels Daily Wage),109,Wage,-32.0,52188.77
3647,Tommy Brooks (Katalytica Daily Wage),109,Wage,-66.0,52122.77
3648,Christian Hall (KaraKata Holdings Daily Wage),109,Wage,-184.0,51938.77
3649,Merit Johnson (KaraKata Holdings Daily Wage),109,Wage,-224.0,51714.77
3650,Katherine Moss (Elite Jewels Daily Wage),109,Wage,-200.0,51514.77
3651,Lara Norris (Warehouse #1 Daily Wage),109,Wage,-153.9,51360.87
3652,Grover Brown (KaraKata Holdings Daily Wage),109,Wage,-200.0,51160.87
3653,Maria Willis (Katara Jewels Daily Wage),109,Wage,-200.0,50960.87
3654,Lindsey Richardson (Katara Jewels Daily Wage),109,Wage,-200.0,50760.87
3655,Olivia Cox (Katalytica Daily Wage),109,Wage,-432.0,50328.87
3656,Tristan Barker (Katalytica Daily Wage),109,Wage,-134.0,50194.87
3657,Westbrook Walker (Katalytica Daily Wage),109,Wage,-528.0,49666.87
3658,37 3rd Street Rent,110,Rent,-9.478683,49657.39
3659,Katalytica Revenue,109,Revenue,960.0,50617.39
3660,1 4th Street Rent,110,Rent,-64.31962,50553.07
3661,Elite Jewels Revenue,109,Revenue,16000.0,66553.06
3662,48 1st Street Rent,110,Rent,-12.32229,66540.74
3663,42 3rd Street Rent,110,Rent,-38.02306,66502.72
3664,59 3rd Street Rent,110,Rent,-75.99196,66426.73
3665,7 3rd Avenue Rent,110,Rent,-42.2027,66384.52
3666,Katara Jewels Revenue,109,Revenue,600.0,66984.52
3667,Marketing campaigns for Katalytica,110,Marketing,-600.0,66384.52
3668,Marketing campaigns for Elite Jewels,110,Marketing,-500.0,65884.52
3669,1 5th Street Deposit,110,Deposit,-1653.983,64230.54
3670,1 5th Street Rent,110,Rent,-52.13275,64178.41
3671,Furniture+inventory and vehicles from 37 3rd Street,110,DepositReturnFurniture,90.0,64268.41
3672,Returned deposit for 37 3rd Street,110,DepositReturn,284.3605,64552.77
3673,Interior Designer,110,InteriorDesigner,-7310.0,57242.77
3674,Interior Designer,110,InteriorDesigner,-2275.0,54967.77
3675,Zoe Gomez (Elite Jewels Daily Wage),110,Wage,-256.0,54711.77
3676,Christian Hall (KaraKata Holdings Daily Wage),110,Wage,-184.0,54527.77
3677,Merit Johnson (KaraKata Holdings Daily Wage),110,Wage,-224.0,54303.77
3678,Katherine Moss (Elite Jewels Daily Wage),110,Wage,-25.0,54278.77
3679,Lara Norris (Warehouse #1 Daily Wage),110,Wage,-153.9,54124.87
3680,Grover Brown (KaraKata Holdings Daily Wage),110,Wage,-200.0,53924.87
3681,Maria Willis (Katara Jewels Daily Wage),110,Wage,-200.0,53724.87
3682,Lindsey Richardson (Katara Jewels Daily Wage),110,Wage,-200.0,53524.87
3683,Public parking for UMC Desert,110,PublicParking,-75.0,53449.87
3684,1 4th Street Rent,111,Rent,-64.31962,53385.55
3685,Elite Jewels Revenue,110,Revenue,16000.0,69385.55
3686,48 1st Street Rent,111,Rent,-12.32229,69373.23
3687,42 3rd Street Rent,111,Rent,-38.02306,69335.2
3688,59 3rd Street Rent,111,Rent,-75.99196,69259.21
3689,1 5th Street Rent,111,Rent,-52.13275,69207.08
3690,7 3rd Avenue Rent,111,Rent,-42.2027,69164.88
3691,Katara Jewels Revenue,110,Revenue,1000.0,70164.88
3692,Marketing campaigns for Elite Jewels,111,Marketing,-500.0,69664.88
3693,Marketing campaigns for Katalytica,111,Marketing,-250.0,69414.88
3694,Evie Jones (Katalytica Daily Wage),111,Wage,-448.0,68966.88
3695,Zoe Gomez (Elite Jewels Daily Wage),111,Wage,-32.0,68934.88
3696,Tommy Brooks (Katalytica Daily Wage),111,Wage,-44.0,68890.88
3697,Katherine Moss (Elite Jewels Daily Wage),111,Wage,-200.0,68690.88
3698,Lara Norris (Warehouse #1 Daily Wage),111,Wage,-153.9,68536.98
3699,Maria Willis (Katara Jewels Daily Wage),111,Wage,-200.0,68336.98
3700,Lindsey Richardson (Katara Jewels Daily Wage),111,Wage,-200.0,68136.98
3701,Olivia Cox (Katalytica Daily Wage),111,Wage,-432.0,67704.98
3702,Westbrook Walker (Katalytica Daily Wage),111,Wage,-528.0,67176.98
3703,1 4th Street Rent,112,Rent,-64.31962,67112.66
3704,Elite Jewels Revenue,111,Revenue,16000.0,83112.66
3705,48 1st Street Rent,112,Rent,-12.32229,83100.34
3706,42 3rd Street Rent,112,Rent,-38.02306,83062.31
3707,59 3rd Street Rent,112,Rent,-75.99196,82986.32
3708,1 5th Street Rent,112,Rent,-52.13275,82934.19
3709,7 3rd Avenue Rent,112,Rent,-42.2027,82891.98
3710,Katara Jewels Revenue,111,Revenue,1000.0,83891.98
3711,Marketing campaigns for Elite Jewels,112,Marketing,-500.0,83391.98
3712,Marketing campaigns for Katalytica,112,Marketing,-250.0,83141.98
3713,Zoe Gomez (Elite Jewels Daily Wage),112,Wage,-96.0,83045.98
3714,Tommy Brooks (Katalytica Daily Wage),112,Wage,-44.0,83001.98
3715,Katherine Moss (Elite Jewels Daily Wage),112,Wage,-75.0,82926.98
3716,Lara Norris (Warehouse #1 Daily Wage),112,Wage,-153.9,82773.09
3717,Olivia Cox (Katalytica Daily Wage),112,Wage,-432.0,82341.09
3718,Tristan Barker (Katalytica Daily Wage),112,Wage,-536.0,81805.09
3719,Westbrook Walker (Katalytica Daily Wage),112,Wage,-528.0,81277.09
3720,1 4th Street Rent,113,Rent,-64.31962,81212.77
3721,Elite Jewels Revenue,112,Revenue,12000.0,93212.77
3722,48 1st Street Rent,113,Rent,-12.32229,93200.45
3723,42 3rd Street Rent,113,Rent,-38.02306,93162.42
3724,59 3rd Street Rent,113,Rent,-75.99196,93086.43
3725,1 5th Street Rent,113,Rent,-52.13275,93034.3
3726,7 3rd Avenue Rent,113,Rent,-42.2027,92992.09
3727,Marketing campaigns for Elite Jewels,113,Marketing,-500.0,92492.09
3728,Marketing campaigns for Katalytica,113,Marketing,-250.0,92242.09
3729,Bank negative interest rate,113,BankNegativeInterestRate,-10146.63,82095.46
3730,Evie Jones (Katalytica Daily Wage),113,Wage,-448.0,81647.46
3731,Lily Barton (Katalytica Daily Wage),113,Wage,-344.0,81303.46
3732,Zoe Gomez (Elite Jewels Daily Wage),113,Wage,-256.0,81047.46
3733,Tommy Brooks (Katalytica Daily Wage),113,Wage,-44.0,81003.46
3734,Christian Hall (KaraKata Holdings Daily Wage),113,Wage,-184.0,80819.46
3735,Merit Johnson (KaraKata Holdings Daily Wage),113,Wage,-224.0,80595.46
3736,Katherine Moss (Elite Jewels Daily Wage),113,Wage,-25.0,80570.46
3737,Lara Norris (Warehouse #1 Daily Wage),113,Wage,-153.9,80416.56
3738,Grover Brown (KaraKata Holdings Daily Wage),113,Wage,-200.0,80216.56
3739,Maria Willis (Katara Jewels Daily Wage),113,Wage,-200.0,80016.56
3740,Lindsey Richardson (Katara Jewels Daily Wage),113,Wage,-200.0,79816.56
3741,Olivia Cox (Katalytica Daily Wage),113,Wage,-432.0,79384.56
3742,1 4th Street Rent,114,Rent,-64.31962,79320.24
3743,Elite Jewels Revenue,113,Revenue,16000.0,95320.24
3744,48 1st Street Rent,114,Rent,-12.32229,95307.92
3745,42 3rd Street Rent,114,Rent,-38.02306,95269.9
3746,59 3rd Street Rent,114,Rent,-75.99196,95193.91
3747,1 5th Street Rent,114,Rent,-52.13275,95141.77
3748,7 3rd Avenue Rent,114,Rent,-42.2027,95099.57
3749,Katara Jewels Revenue,113,Revenue,600.0,95699.57
3750,Marketing campaigns for Elite Jewels,114,Marketing,-500.0,95199.57
3751,Marketing campaigns for Katalytica,114,Marketing,-250.0,94949.57
3752,Evie Jones (Katalytica Daily Wage),114,Wage,-448.0,94501.57
3753,Lily Barton (Katalytica Daily Wage),114,Wage,-344.0,94157.57
3754,Zoe Gomez (Elite Jewels Daily Wage),114,Wage,-256.0,93901.57
3755,Tommy Brooks (Katalytica Daily Wage),114,Wage,-44.0,93857.57
3756,Christian Hall (KaraKata Holdings Daily Wage),114,Wage,-184.0,93673.57
3757,Merit Johnson (KaraKata Holdings Daily Wage),114,Wage,-224.0,93449.57
3758,Katherine Moss (Elite Jewels Daily Wage),114,Wage,-25.0,93424.57
3759,Lara Norris (Warehouse #1 Daily Wage),114,Wage,-153.9,93270.67
3760,Grover Brown (KaraKata Holdings Daily Wage),114,Wage,-200.0,93070.67
3761,Maria Willis (Katara Jewels Daily Wage),114,Wage,-200.0,92870.67
3762,Lindsey Richardson (Katara Jewels Daily Wage),114,Wage,-200.0,92670.67
3763,Olivia Cox (Katalytica Daily Wage),114,Wage,-432.0,92238.67
3764,1 4th Street Rent,115,Rent,-64.31962,92174.35
3765,Elite Jewels Revenue,114,Revenue,16000.0,108174.4
3766,48 1st Street Rent,115,Rent,-12.32229,108162.0
3767,42 3rd Street Rent,115,Rent,-38.02306,108124.0
3768,59 3rd Street Rent,115,Rent,-75.99196,108048.0
3769,1 5th Street Rent,115,Rent,-52.13275,107995.9
3770,7 3rd Avenue Rent,115,Rent,-42.2027,107953.7
3771,Katara Jewels Revenue,114,Revenue,600.0,108553.7
3772,Delivery from United Ocean Import ,115,ImportDelivery,-34413.55,74140.13
3773,Marketing campaigns for Elite Jewels,115,Marketing,-500.0,73640.13
3774,Marketing campaigns for Katalytica,115,Marketing,-250.0,73390.13
3775,Subway Ride,115,SubwayRide,-3.0,73387.13
3776,Marketing campaigns for Katalytica,115,Marketing,-500.0,72887.13
3777,Subway Ride,115,SubwayRide,-3.0,72884.13
3778,Evie Jones (Katalytica Daily Wage),115,Wage,-448.0,72436.13
3779,Zoe Gomez (Elite Jewels Daily Wage),115,Wage,-32.0,72404.13
3780,Tommy Brooks (Katalytica Daily Wage),115,Wage,-44.0,72360.13
3781,Christian Hall (KaraKata Holdings Daily Wage),115,Wage,-184.0,72176.13
3782,Merit Johnson (KaraKata Holdings Daily Wage),115,Wage,-224.0,71952.13
3783,Katherine Moss (Elite Jewels Daily Wage),115,Wage,-200.0,71752.13
3784,Lara Norris (Warehouse #1 Daily Wage),115,Wage,-153.9,71598.23
3785,Grover Brown (KaraKata Holdings Daily Wage),115,Wage,-200.0,71398.23
3786,Maria Willis (Katara Jewels Daily Wage),115,Wage,-200.0,71198.23
3787,Lindsey Richardson (Katara Jewels Daily Wage),115,Wage,-200.0,70998.23
3788,Olivia Cox (Katalytica Daily Wage),115,Wage,-432.0,70566.23
3789,Tristan Barker (Katalytica Daily Wage),115,Wage,-536.0,70030.23
3790,1 4th Street Rent,116,Rent,-64.31962,69965.91
3791,Elite Jewels Revenue,115,Revenue,16000.0,85965.91
3792,48 1st Street Rent,116,Rent,-12.32229,85953.59
3793,42 3rd Street Rent,116,Rent,-38.02306,85915.56
3794,59 3rd Street Rent,116,Rent,-75.99196,85839.57
3795,1 5th Street Rent,116,Rent,-52.13275,85787.44
3796,7 3rd Avenue Rent,116,Rent,-42.2027,85745.23
3797,Katara Jewels Revenue,115,Revenue,600.0,86345.23
3798,Marketing campaigns for Elite Jewels,116,Marketing,-500.0,85845.23
3799,Marketing campaigns for Katalytica,116,Marketing,-750.0,85095.23
3800,Evie Jones (Katalytica Daily Wage),116,Wage,-448.0,84647.23
3801,Zoe Gomez (Elite Jewels Daily Wage),116,Wage,-32.0,84615.23
3802,Tommy Brooks (Katalytica Daily Wage),116,Wage,-44.0,84571.23
3803,Christian Hall (KaraKata Holdings Daily Wage),116,Wage,-184.0,84387.23
3804,Merit Johnson (KaraKata Holdings Daily Wage),116,Wage,-224.0,84163.23
3805,Katherine Moss (Elite Jewels Daily Wage),116,Wage,-200.0,83963.23
3806,Lara Norris (Warehouse #1 Daily Wage),116,Wage,-153.9,83809.34
3807,Grover Brown (KaraKata Holdings Daily Wage),116,Wage,-200.0,83609.34
3808,Maria Willis (Katara Jewels Daily Wage),116,Wage,-200.0,83409.34
3809,Lindsey Richardson (Katara Jewels Daily Wage),116,Wage,-200.0,83209.34
3810,Olivia Cox (Katalytica Daily Wage),116,Wage,-432.0,82777.34
3811,Tristan Barker (Katalytica Daily Wage),116,Wage,-536.0,82241.34
3812,1 4th Street Rent,117,Rent,-64.31962,82177.02
3813,Elite Jewels Revenue,116,Revenue,16000.0,98177.02
3814,48 1st Street Rent,117,Rent,-12.32229,98164.7
3815,42 3rd Street Rent,117,Rent,-38.02306,98126.67
3816,59 3rd Street Rent,117,Rent,-75.99196,98050.68
3817,1 5th Street Rent,117,Rent,-52.13275,97998.55
3818,Katalytica Revenue,116,Revenue,480.0,98478.55
3819,7 3rd Avenue Rent,117,Rent,-42.2027,98436.34
3820,Katara Jewels Revenue,116,Revenue,600.0,99036.34
3821,Marketing campaigns for Elite Jewels,117,Marketing,-500.0,98536.34
3822,Marketing campaigns for Katalytica,117,Marketing,-750.0,97786.34
3823,Evie Jones (Katalytica Daily Wage),117,Wage,-448.0,97338.34
3824,Lily Barton (Katalytica Daily Wage),117,Wage,-344.0,96994.34
3825,Zoe Gomez (Elite Jewels Daily Wage),117,Wage,-256.0,96738.34
3826,Tommy Brooks (Katalytica Daily Wage),117,Wage,-44.0,96694.34
3827,Christian Hall (KaraKata Holdings Daily Wage),117,Wage,-184.0,96510.34
3828,Merit Johnson (KaraKata Holdings Daily Wage),117,Wage,-224.0,96286.34
3829,Katherine Moss (Elite Jewels Daily Wage),117,Wage,-25.0,96261.34
3830,Lara Norris (Warehouse #1 Daily Wage),117,Wage,-153.9,96107.45
3831,Grover Brown (KaraKata Holdings Daily Wage),117,Wage,-200.0,95907.45
3832,Maria Willis (Katara Jewels Daily Wage),117,Wage,-200.0,95707.45
3833,Lindsey Richardson (Katara Jewels Daily Wage),117,Wage,-200.0,95507.45
3834,Westbrook Walker (Katalytica Daily Wage),117,Wage,-528.0,94979.45
